epoch,train_loss,val_loss,iou_class_0,iou_class_1,iou_class_2,iou_class_3,iou_class_4,iou_class_5,miou,macro_f1,rare_miou
1,0.8807367190718651,0.8765115184783936,0.0,0.04045055738652146,0.026521596603237538,0.0,0.04143078834867485,0.10780623504501012,0.05405229434586099,0.10090596402447231,0.05405229434586099
2,0.8732139184474945,0.8735971028804779,0.0,0.05099050509999577,0.1782594611463317,0.0,0.042897892366108394,0.12812053893122172,0.1000670993859144,0.17725518827396927,0.1000670993859144
3,0.8712149451375008,0.8716507797241211,0.0,0.07120713066266486,0.13964051595693908,0.0,0.04547475627815142,0.14361217128575984,0.0999836435458788,0.17903924267073568,0.0999836435458788
4,0.8694317069649696,0.8699793306589126,0.0,0.08148660407105762,0.14525797987355651,0.0,0.04312928011618781,0.15056643320998866,0.10511007431769764,0.18719503209017158,0.10511007431769764
