loss_name,stage_name,candidate_name,repeat_idx,seed,params_json,mix_weight,dice_smooth,bce_weight,dice_weight,best_miou,best_macro_f1,best_rare_miou,last_miou,last_macro_f1,last_rare_miou,best_epoch,epochs
bce_dice,stage2_smooth,bce_dice__mix_weight-0.12__dice_smooth-3e-06,0,42,"{""dice_smooth"": 3e-06, ""mix_weight"": 0.12}",0.12,3e-06,0.12,0.88,0.11033361805310336,0.17509982331854673,0.11724804789429227,0.11033361805310336,0.17509982331854673,0.11724804789429227,3,3
bce_dice,stage2_smooth,bce_dice__mix_weight-0.12__dice_smooth-1e-05,0,42,"{""dice_smooth"": 1e-05, ""mix_weight"": 0.12}",0.12,1e-05,0.12,0.88,0.0908599054476121,0.1429852544258565,0.10206530569026881,0.0908599054476121,0.1429852544258565,0.10206530569026881,3,3
bce_dice,stage2_smooth,bce_dice__mix_weight-0.12__dice_smooth-3e-05,0,42,"{""dice_smooth"": 3e-05, ""mix_weight"": 0.12}",0.12,3e-05,0.12,0.88,0.10954298752025612,0.1756126026483624,0.11658506432227768,0.10954298752025612,0.1756126026483624,0.11658506432227768,3,3
bce_dice,stage2_smooth,bce_dice__mix_weight-0.12__dice_smooth-0.0001,0,42,"{""dice_smooth"": 0.0001, ""mix_weight"": 0.12}",0.12,0.0001,0.12,0.88,0.11583733041317143,0.18174378777664646,0.12870220210557481,0.11583733041317143,0.18174378777664646,0.12870220210557481,3,3
bce_dice,stage2_smooth,bce_dice__mix_weight-0.12__dice_smooth-0.0001,1,43,"{""dice_smooth"": 0.0001, ""mix_weight"": 0.12}",0.12,0.0001,0.12,0.88,0.09367868733106648,0.15375763292444095,0.09895959902488562,0.09367868733106648,0.15375763292444095,0.09895959902488562,3,3
bce_dice,stage2_smooth,bce_dice__mix_weight-0.12__dice_smooth-3e-06,1,43,"{""dice_smooth"": 3e-06, ""mix_weight"": 0.12}",0.12,3e-06,0.12,0.88,0.09230124708039607,0.15049985175266287,0.09795645734025553,0.09230124708039607,0.15049985175266287,0.09795645734025553,3,3
