experiment_name,loss_mode,repeat_idx,seed,epoch,train_loss,val_loss,dice_weight,focal_weight,focal_gamma,iou_class_0,iou_class_1,iou_class_2,iou_class_3,iou_class_4,iou_class_5,iou_class_6,iou_class_7,iou_class_8,miou,macro_f1,rare_miou
dice_focal__mix_weight-0.5__gamma-2,dice_focal,1,43,1,0.5027152741253376,0.49912972700595853,0.5,0.5,2.0,0.0,0.4405441131472966,0.0,0.05845852857489941,0.0,0.0,0.0,0.0,0.0,0.055444737969132886,0.080232828497493,0.0998005283444392
dice_focal__mix_weight-0.5__gamma-2,dice_focal,1,43,2,0.5002543822824955,0.49809924453496934,0.5,0.5,2.0,0.0,0.5038902572465452,0.0,0.022005772587140763,0.0,0.0,0.024350113821004944,0.017449246182977392,0.0,0.0630772655375187,0.08833579592406242,0.1051792059667372
dice_focal__mix_weight-0.5__gamma-2,dice_focal,1,43,3,0.49892404621839526,0.49751410019397735,0.5,0.5,2.0,0.0,0.4874990088041457,0.0,0.02794048986225307,0.0,0.0,0.3633248326426522,0.0,0.0,0.09764048125656122,0.1380912837210035,0.10308789973327977
dice_focal__mix_weight-0.5__gamma-2,dice_focal,1,43,4,0.498081138163805,0.5025346091985703,0.5,0.5,2.0,0.0,0.5765570374556959,0.0,0.04034217434948355,0.02979487582308344,0.0,0.22348741266024125,0.001773541534559289,0.0,0.09688389353589592,0.13730037726478478,0.12933881752565257
dice_focal__mix_weight-0.5__gamma-2,dice_focal,1,43,5,0.4977516037225723,0.49530322647094727,0.5,0.5,2.0,0.0,0.5410370396548533,0.0,0.011272583658905719,0.09391598726758771,0.0,0.3468773171079858,0.0009129511677282375,0.05384972560879013,0.11642951160731678,0.1683640848156785,0.12924512211626932
