experiment_name,loss_mode,repeat_idx,seed,epoch,train_loss,val_loss,bce_weight,dice_weight,dice_smooth,soft_bce_smooth,iou_class_0,iou_class_1,iou_class_2,iou_class_3,iou_class_4,iou_class_5,iou_class_6,iou_class_7,iou_class_8,miou,macro_f1,rare_miou,focal_weight,tversky_weight,tversky_alpha,tversky_beta,focal_gamma
soft_bce_dice__mix_weight-0.2__dice_smooth-1e-07__soft_bce_smooth-0.1,soft_bce_dice,2,44,3,0.8279100254178047,0.8268225672245025,0.2,0.8,1e-07,0.1,0.0,0.5121981108434089,0.0,0.03995757571885982,0.05549640631497608,0.0,0.32117833289997505,0.031089764772419554,0.049294449604199986,0.11213496001709328,0.166653932038617,0.12153041857544897,,,,,
soft_bce_dice__mix_weight-0.2__dice_smooth-1e-07__soft_bce_smooth-0.1,soft_bce_dice,2,44,4,0.8270985819101334,0.828271386384964,0.2,0.8,1e-07,0.1,0.0,0.3227431625488168,0.0,0.13023556734673902,0.0606384269217455,0.0,0.33496076931395363,0.07737028448185365,0.03798931331022222,0.10710416932481454,0.17238287413163145,0.10272343136346027,,,,,
soft_bce_dice__mix_weight-0.2__dice_smooth-1e-07__soft_bce_smooth-0.1,soft_bce_dice,2,44,5,0.8257905978560448,0.8239047631025315,0.2,0.8,1e-07,0.1,0.07735340764653612,0.42977428478797974,0.0,0.1295009099493595,0.10571120614070977,0.0,0.29473897320918974,0.06865405418331848,0.08321349282501272,0.1321051476380118,0.2114120639151417,0.1329972801756098,,,,,
soft_bce_dice__mix_weight-0.2__dice_smooth-1e-06__soft_bce_smooth-0e+00,soft_bce_dice,0,42,1,0.8071033000946045,0.7993884510993957,0.2,0.8,1e-06,0.0,0.0,0.4474457810640629,0.0,0.0857240361123725,0.0,0.0,0.3642500132534591,0.07644270206785089,0.0,0.10820694805530505,0.1613542636637681,0.10663396343528708,,,,,
soft_bce_dice__mix_weight-0.2__dice_smooth-1e-06__soft_bce_smooth-0e+00,soft_bce_dice,0,42,2,0.8013444955348968,0.8004065954685211,0.2,0.8,1e-06,0.0,0.0,0.37927224982444957,0.0,0.05919864483274666,0.035440460998986324,0.0,0.18938056313353777,0.05395322163150797,0.03853436092951918,0.08397550015008307,0.136137664930825,0.09478227113123652,,,,,
soft_bce_dice__mix_weight-0.2__dice_smooth-1e-06__soft_bce_smooth-0e+00,soft_bce_dice,0,42,3,0.799265852689743,0.7952834894657135,0.2,0.8,1e-06,0.0,4.142367575785734e-05,0.4599158848546193,0.0,0.07940537477342437,0.064440262362817,0.0,0.33892060276247093,0.05864418202596184,0.019422457336113502,0.11342113197679608,0.17261138843996632,0.12075230439817213,,,,,
soft_bce_dice__mix_weight-0.2__dice_smooth-1e-06__soft_bce_smooth-0e+00,soft_bce_dice,0,42,4,0.7974359852075577,0.7940067623853684,0.2,0.8,1e-06,0.0,0.061927991169102435,0.51900038691434,0.0,0.08822618253085185,0.0912468312013753,0.0,0.33375595567484684,0.033052809744172816,0.056449776446714596,0.1315177704090449,0.20007682377310243,0.13969468012931346,,,,,
soft_bce_dice__mix_weight-0.2__dice_smooth-1e-06__soft_bce_smooth-0e+00,soft_bce_dice,0,42,5,0.7959951676130295,0.7935246390104294,0.2,0.8,1e-06,0.0,0.0768480254518882,0.47288496986728945,0.0,0.02410238637792547,0.07658378294352722,0.0,0.38797819033902553,0.07920034657863274,0.11384750760598787,0.13682724546269742,0.20938263969073356,0.11471422783774843,,,,,
soft_bce_dice__mix_weight-0.2__dice_smooth-1e-06__soft_bce_smooth-0e+00,soft_bce_dice,1,43,1,0.8072837368249893,0.8007307251691819,0.2,0.8,1e-06,0.0,0.0,0.4166320192153981,0.0,0.06962041498654604,0.0,0.0,0.01798301679438258,0.06713519224395093,0.00027210403793234944,0.06351586080869,0.09778628036635945,0.09725048684038883,,,,,
soft_bce_dice__mix_weight-0.2__dice_smooth-1e-06__soft_bce_smooth-0e+00,soft_bce_dice,1,43,2,0.8012804135680198,0.7975936135053635,0.2,0.8,1e-06,0.0,0.0,0.501852081605677,0.0,0.10092452627989078,0.0,0.0,0.3436658211821783,0.0432591063078764,0.03284752882278441,0.11361656268871186,0.16774745608377384,0.12055532157711354,,,,,
