experiment_name,loss_mode,repeat_idx,seed,bce_weight,dice_weight,dice_smooth,soft_bce_smooth,best_miou,last_miou,best_macro_f1,last_macro_f1,best_rare_miou,last_rare_miou,epochs,focal_weight,tversky_weight,tversky_alpha,tversky_beta,focal_gamma
bce_dice__mix_weight-0.5__dice_smooth-1e-06,bce_dice,2,44,0.5,0.5,1e-06,,0.11221578362166218,0.11221578362166218,0.1600451127677816,0.1600451127677816,0.13565926881488502,0.13565926881488502,5,,,,,
bce_dice__mix_weight-0.5__dice_smooth-1e-05,bce_dice,0,42,0.5,0.5,1e-05,,0.10986334495184438,0.10824114303436676,0.1551071590140329,0.1551071590140329,0.11901903856172166,0.11901903856172166,5,,,,,
bce_dice__mix_weight-0.5__dice_smooth-1e-05,bce_dice,1,43,0.5,0.5,1e-05,,0.10651123863450608,0.10174396330903827,0.1526487346942038,0.13849700925021818,0.11399236922264477,0.11399236922264477,5,,,,,
bce_dice__mix_weight-0.5__dice_smooth-1e-05,bce_dice,2,44,0.5,0.5,1e-05,,0.11154315430608447,0.11154315430608447,0.15761090886033063,0.15761090886033063,0.1171042411522667,0.1171042411522667,5,,,,,
bce_dice__mix_weight-0.8__dice_smooth-1e-07,bce_dice,0,42,0.8,0.19999999999999996,1e-07,,0.059707226696501255,0.05588239127599083,0.07890580331294694,0.07549600033002979,0.10747300805370226,0.10058830429678349,5,,,,,
bce_dice__mix_weight-0.8__dice_smooth-1e-07,bce_dice,1,43,0.8,0.19999999999999996,1e-07,,0.08951029229368918,0.08951029229368918,0.1272719968644401,0.1272719968644401,0.09354585476991181,0.09354585476991181,5,,,,,
bce_dice__mix_weight-0.8__dice_smooth-1e-07,bce_dice,2,44,0.8,0.19999999999999996,1e-07,,0.07943188968770469,0.07943188968770469,0.11090690948981885,0.11090690948981885,0.11599218484635263,0.11599218484635263,5,,,,,
bce_dice__mix_weight-0.8__dice_smooth-1e-06,bce_dice,0,42,0.8,0.19999999999999996,1e-06,,0.06164636829108759,0.05531382600594858,0.08053688013471068,0.07453229425034752,0.11096346292395767,0.09956488681070744,5,,,,,
bce_dice__mix_weight-0.8__dice_smooth-1e-06,bce_dice,1,43,0.8,0.19999999999999996,1e-06,,0.10473205781394629,0.10473205781394629,0.1423026726914754,0.1423026726914754,0.10739566787969874,0.10739566787969874,5,,,,,
bce_dice__mix_weight-0.8__dice_smooth-1e-06,bce_dice,2,44,0.8,0.19999999999999996,1e-06,,0.06369987422229553,0.06369987422229553,0.08328046539201071,0.08328046539201071,0.11465977360013195,0.11465977360013195,5,,,,,
bce_dice__mix_weight-0.8__dice_smooth-1e-05,bce_dice,0,42,0.8,0.19999999999999996,1e-05,,0.06006602219642728,0.05711411347641837,0.07843074401962526,0.07624295182144807,0.1081188399535691,0.10280540425755307,5,,,,,
bce_dice__mix_weight-0.8__dice_smooth-1e-05,bce_dice,1,43,0.8,0.19999999999999996,1e-05,,0.08537512409167407,0.08537512409167407,0.12259419736732734,0.12259419736732734,0.09653948054038593,0.09341440549040692,5,,,,,
bce_dice__mix_weight-0.8__dice_smooth-1e-05,bce_dice,2,44,0.8,0.19999999999999996,1e-05,,0.0627212175024485,0.0627212175024485,0.08708839023083564,0.08508725759917711,0.1080347003609756,0.1080347003609756,5,,,,,
focal_tversky_mix__mix_weight-0.2__alpha-0.2__gamma-1__beta-0.8,focal_tversky_mix,0,42,,,,,0.11954743380164921,0.11954743380164921,0.1859766572133785,0.1859766572133785,0.1212539068856312,0.1212539068856312,5,0.2,0.8,0.2,0.8,1.0
focal_tversky_mix__mix_weight-0.2__alpha-0.2__gamma-1__beta-0.8,focal_tversky_mix,1,43,,,,,0.10990480319553285,0.10635688624169844,0.1611283079910531,0.1611283079910531,0.12284050721647481,0.11618509300853848,5,0.2,0.8,0.2,0.8,1.0
focal_tversky_mix__mix_weight-0.2__alpha-0.2__gamma-1__beta-0.8,focal_tversky_mix,2,44,,,,,0.14108555235261858,0.14108555235261858,0.21903235618204775,0.21903235618204775,0.15936062485721866,0.15936062485721866,5,0.2,0.8,0.2,0.8,1.0
focal_tversky_mix__mix_weight-0.2__alpha-0.2__gamma-2__beta-0.8,focal_tversky_mix,0,42,,,,,0.127594439050196,0.11858408536131172,0.1921819129146622,0.18701557844450728,0.12297145161964258,0.11307601834669394,5,0.2,0.8,0.2,0.8,2.0
focal_tversky_mix__mix_weight-0.2__alpha-0.2__gamma-2__beta-0.8,focal_tversky_mix,1,43,,,,,0.11426673228724273,0.11426673228724273,0.17133638318500302,0.17133638318500302,0.11518352786471556,0.11509003960390471,5,0.2,0.8,0.2,0.8,2.0
focal_tversky_mix__mix_weight-0.2__alpha-0.2__gamma-2__beta-0.8,focal_tversky_mix,2,44,,,,,0.11100352697138142,0.11100352697138142,0.1667509426817141,0.1667509426817141,0.12924652526432895,0.12924652526432895,5,0.2,0.8,0.2,0.8,2.0
focal_tversky_mix__mix_weight-0.2__alpha-0.2__gamma-3__beta-0.8,focal_tversky_mix,0,42,,,,,0.10276622669611966,0.10068541256225642,0.16354909332945403,0.16354909332945403,0.11973009657754449,0.10647690487438925,5,0.2,0.8,0.2,0.8,3.0
focal_tversky_mix__mix_weight-0.2__alpha-0.2__gamma-3__beta-0.8,focal_tversky_mix,1,43,,,,,0.10358137532144467,0.09892087909839409,0.15824533761773016,0.15614602284700393,0.12251684501001744,0.11769487629649653,5,0.2,0.8,0.2,0.8,3.0
focal_tversky_mix__mix_weight-0.2__alpha-0.2__gamma-3__beta-0.8,focal_tversky_mix,2,44,,,,,0.11236662452508815,0.10799353302284172,0.1698262883536317,0.1672665214935886,0.12247228033660455,0.12247228033660455,5,0.2,0.8,0.2,0.8,3.0
focal_tversky_mix__mix_weight-0.2__alpha-0.5__gamma-1__beta-0.5,focal_tversky_mix,0,42,,,,,0.14697307043187618,0.14697307043187618,0.22754917037348044,0.22754917037348044,0.140022333054229,0.140022333054229,5,0.2,0.8,0.5,0.5,1.0
focal_tversky_mix__mix_weight-0.2__alpha-0.5__gamma-1__beta-0.5,focal_tversky_mix,1,43,,,,,0.13036283236226076,0.13036283236226076,0.20122581977984458,0.20122581977984458,0.13520520217385595,0.13520520217385595,5,0.2,0.8,0.5,0.5,1.0
focal_tversky_mix__mix_weight-0.2__alpha-0.5__gamma-1__beta-0.5,focal_tversky_mix,2,44,,,,,0.14896007304513953,0.14661648461905796,0.22635920261103568,0.22635920261103568,0.15565145324444501,0.15565145324444501,5,0.2,0.8,0.5,0.5,1.0
focal_tversky_mix__mix_weight-0.2__alpha-0.5__gamma-2__beta-0.5,focal_tversky_mix,0,42,,,,,0.11910302261121804,0.10372322209156491,0.18144953926064644,0.16296937262553346,0.12197011834837054,0.10175307291009701,5,0.2,0.8,0.5,0.5,2.0
focal_tversky_mix__mix_weight-0.2__alpha-0.5__gamma-2__beta-0.5,focal_tversky_mix,1,43,,,,,0.13297060925901252,0.13297060925901252,0.204994113418949,0.204994113418949,0.13867924012894278,0.13867924012894278,5,0.2,0.8,0.5,0.5,2.0
focal_tversky_mix__mix_weight-0.2__alpha-0.5__gamma-2__beta-0.5,focal_tversky_mix,2,44,,,,,0.1312787043433418,0.12126979620023068,0.19562963894117544,0.19166029363991247,0.14676883382712827,0.1396302787984229,5,0.2,0.8,0.5,0.5,2.0
focal_tversky_mix__mix_weight-0.2__alpha-0.5__gamma-3__beta-0.5,focal_tversky_mix,0,42,,,,,0.13311293849181,0.13311293849181,0.21585662430727837,0.21585662430727837,0.1329091944709578,0.1239402860884455,5,0.2,0.8,0.5,0.5,3.0
focal_tversky_mix__mix_weight-0.2__alpha-0.5__gamma-3__beta-0.5,focal_tversky_mix,1,43,,,,,0.10928754734920904,0.10928754734920904,0.17049991983975366,0.17049991983975366,0.1251464704305801,0.1251464704305801,5,0.2,0.8,0.5,0.5,3.0
focal_tversky_mix__mix_weight-0.2__alpha-0.5__gamma-3__beta-0.5,focal_tversky_mix,2,44,,,,,0.1345495423417263,0.11630343598895689,0.20311633680523872,0.18704952954291001,0.15221735282705035,0.1272989263862288,5,0.2,0.8,0.5,0.5,3.0
focal_tversky_mix__mix_weight-0.2__alpha-0.8__gamma-1__beta-0.2,focal_tversky_mix,0,42,,,,,0.1342175390798609,0.1280332790440696,0.21039660651436976,0.20282183599110276,0.15355125980468062,0.11045430324385916,5,0.2,0.8,0.8,0.19999999999999996,1.0
focal_tversky_mix__mix_weight-0.2__alpha-0.8__gamma-1__beta-0.2,focal_tversky_mix,1,43,,,,,0.1423452093699868,0.1423452093699868,0.2232252711655607,0.2232252711655607,0.14536486297539003,0.14536486297539003,5,0.2,0.8,0.8,0.19999999999999996,1.0
focal_tversky_mix__mix_weight-0.2__alpha-0.8__gamma-1__beta-0.2,focal_tversky_mix,2,44,,,,,0.14043998710693292,0.13918567934995518,0.21631745504961666,0.21631745504961666,0.15780460102414046,0.15780460102414046,5,0.2,0.8,0.8,0.19999999999999996,1.0
focal_tversky_mix__mix_weight-0.2__alpha-0.8__gamma-2__beta-0.2,focal_tversky_mix,0,42,,,,,0.143761666936343,0.1389811654513768,0.2251021490055693,0.2243502488166317,0.15086082369982864,0.13364319813579167,5,0.2,0.8,0.8,0.19999999999999996,2.0
focal_tversky_mix__mix_weight-0.2__alpha-0.8__gamma-2__beta-0.2,focal_tversky_mix,1,43,,,,,0.134868688707148,0.134868688707148,0.20960289450122982,0.20960289450122982,0.1512556590521021,0.1512556590521021,5,0.2,0.8,0.8,0.19999999999999996,2.0
focal_tversky_mix__mix_weight-0.2__alpha-0.8__gamma-2__beta-0.2,focal_tversky_mix,2,44,,,,,0.13843778775674787,0.12450213565142268,0.21439180384596168,0.19842153886347472,0.14340830147105824,0.14340830147105824,5,0.2,0.8,0.8,0.19999999999999996,2.0
focal_tversky_mix__mix_weight-0.2__alpha-0.8__gamma-3__beta-0.2,focal_tversky_mix,0,42,,,,,0.1252841748582664,0.1252841748582664,0.20497560258611455,0.20497560258611455,0.12989873404154997,0.12989873404154997,5,0.2,0.8,0.8,0.19999999999999996,3.0
focal_tversky_mix__mix_weight-0.2__alpha-0.8__gamma-3__beta-0.2,focal_tversky_mix,1,43,,,,,0.13132899245330268,0.13132899245330268,0.2126697198491124,0.2126697198491124,0.13974860172437084,0.13974860172437084,5,0.2,0.8,0.8,0.19999999999999996,3.0
focal_tversky_mix__mix_weight-0.2__alpha-0.8__gamma-3__beta-0.2,focal_tversky_mix,2,44,,,,,0.12986729048659118,0.11565346515992407,0.20474396127323832,0.18755085826280296,0.13960391274914769,0.12737105142832938,5,0.2,0.8,0.8,0.19999999999999996,3.0
focal_tversky_mix__mix_weight-0.5__alpha-0.2__gamma-1__beta-0.8,focal_tversky_mix,0,42,,,,,0.10595923914424654,0.10133197349659646,0.15586559591312849,0.14632820349201714,0.13714169279890845,0.13714169279890845,5,0.5,0.5,0.2,0.8,1.0
focal_tversky_mix__mix_weight-0.5__alpha-0.2__gamma-1__beta-0.8,focal_tversky_mix,1,43,,,,,0.10448279540063278,0.10448279540063278,0.14752242285086925,0.14752242285086925,0.11164256583258433,0.11164256583258433,5,0.5,0.5,0.2,0.8,1.0
focal_tversky_mix__mix_weight-0.5__alpha-0.2__gamma-1__beta-0.8,focal_tversky_mix,2,44,,,,,0.10652018458396968,0.10652018458396968,0.15272192638519444,0.15272192638519444,0.13484874249452092,0.13484874249452092,5,0.5,0.5,0.2,0.8,1.0
focal_tversky_mix__mix_weight-0.5__alpha-0.2__gamma-2__beta-0.8,focal_tversky_mix,0,42,,,,,0.09264060618221305,0.09264060618221305,0.13907993746643652,0.13907993746643652,0.12797808012684933,0.12154107647360077,5,0.5,0.5,0.2,0.8,2.0
focal_tversky_mix__mix_weight-0.5__alpha-0.2__gamma-2__beta-0.8,focal_tversky_mix,1,43,,,,,0.10689151589940843,0.10689151589940843,0.15413991478323627,0.15413991478323627,0.12585609652331872,0.12585609652331872,5,0.5,0.5,0.2,0.8,2.0
focal_tversky_mix__mix_weight-0.5__alpha-0.2__gamma-2__beta-0.8,focal_tversky_mix,2,44,,,,,0.1027974364946355,0.1027974364946355,0.1466269484183321,0.1466269484183321,0.12370145099125691,0.12370145099125691,5,0.5,0.5,0.2,0.8,2.0
focal_tversky_mix__mix_weight-0.5__alpha-0.2__gamma-3__beta-0.8,focal_tversky_mix,0,42,,,,,0.09988778156603789,0.07483603752414059,0.14665465914409193,0.11364598159319304,0.12445202155087483,0.11894633786456602,5,0.5,0.5,0.2,0.8,3.0
focal_tversky_mix__mix_weight-0.5__alpha-0.2__gamma-3__beta-0.8,focal_tversky_mix,1,43,,,,,0.10282905162021307,0.10000186768260623,0.1530017073408094,0.14607600917545988,0.11170429839189899,0.11124262446953077,5,0.5,0.5,0.2,0.8,3.0
focal_tversky_mix__mix_weight-0.5__alpha-0.2__gamma-3__beta-0.8,focal_tversky_mix,2,44,,,,,0.12338498030403576,0.12338498030403576,0.1781437953569069,0.1781437953569069,0.12802554688420587,0.12802554688420587,5,0.5,0.5,0.2,0.8,3.0
focal_tversky_mix__mix_weight-0.5__alpha-0.5__gamma-1__beta-0.5,focal_tversky_mix,0,42,,,,,0.08836106952364918,0.08649345214691644,0.1338379551943657,0.127652567014509,0.10704346430787519,0.10704346430787519,5,0.5,0.5,0.5,0.5,1.0
focal_tversky_mix__mix_weight-0.5__alpha-0.5__gamma-1__beta-0.5,focal_tversky_mix,1,43,,,,,0.11055159870195244,0.11055159870195244,0.15690841165302324,0.15690841165302324,0.12415986636541332,0.12415986636541332,5,0.5,0.5,0.5,0.5,1.0
focal_tversky_mix__mix_weight-0.5__alpha-0.5__gamma-1__beta-0.5,focal_tversky_mix,2,44,,,,,0.13251685245387304,0.13251685245387304,0.1958007791796269,0.1958007791796269,0.13163093018623068,0.13163093018623068,5,0.5,0.5,0.5,0.5,1.0
focal_tversky_mix__mix_weight-0.5__alpha-0.5__gamma-2__beta-0.5,focal_tversky_mix,0,42,,,,,0.11212382442715499,0.09059476653772944,0.16880670933671482,0.13248653875702782,0.12985207843398733,0.12234605768892856,5,0.5,0.5,0.5,0.5,2.0
focal_tversky_mix__mix_weight-0.5__alpha-0.5__gamma-2__beta-0.5,focal_tversky_mix,1,43,,,,,0.10639961293378276,0.10639961293378276,0.15486828570755942,0.15486828570755942,0.11579341205776875,0.11579341205776875,5,0.5,0.5,0.5,0.5,2.0
focal_tversky_mix__mix_weight-0.5__alpha-0.5__gamma-2__beta-0.5,focal_tversky_mix,2,44,,,,,0.11864021864688896,0.11864021864688896,0.1677036347989732,0.1677036347989732,0.14359241307638074,0.13974827118457295,5,0.5,0.5,0.5,0.5,2.0
focal_tversky_mix__mix_weight-0.5__alpha-0.5__gamma-3__beta-0.5,focal_tversky_mix,0,42,,,,,0.11636420701072307,0.09681119736979024,0.17180054839448694,0.14239732251055043,0.13087986452468578,0.12348739989217039,5,0.5,0.5,0.5,0.5,3.0
focal_tversky_mix__mix_weight-0.5__alpha-0.5__gamma-3__beta-0.5,focal_tversky_mix,1,43,,,,,0.11575248179344487,0.11575248179344487,0.16774256471734042,0.16774256471734042,0.1311152391784542,0.1311152391784542,5,0.5,0.5,0.5,0.5,3.0
focal_tversky_mix__mix_weight-0.5__alpha-0.5__gamma-3__beta-0.5,focal_tversky_mix,2,44,,,,,0.12086755373675406,0.12086755373675406,0.18152525858499444,0.18152525858499444,0.1391742667032384,0.1391742667032384,5,0.5,0.5,0.5,0.5,3.0
focal_tversky_mix__mix_weight-0.5__alpha-0.8__gamma-1__beta-0.2,focal_tversky_mix,0,42,,,,,0.12011764546470714,0.08573380529882485,0.17787275978025086,0.1293724025384445,0.12934124643947148,0.11312555768328787,5,0.5,0.5,0.8,0.19999999999999996,1.0
focal_tversky_mix__mix_weight-0.5__alpha-0.8__gamma-1__beta-0.2,focal_tversky_mix,1,43,,,,,0.11294419853926449,0.11294419853926449,0.16650497509948456,0.16650497509948456,0.1252415240857629,0.12215616489389747,5,0.5,0.5,0.8,0.19999999999999996,1.0
focal_tversky_mix__mix_weight-0.5__alpha-0.8__gamma-1__beta-0.2,focal_tversky_mix,2,44,,,,,0.11614301508145014,0.11614301508145014,0.1661707975889556,0.1661707975889556,0.13406072486418447,0.13406072486418447,5,0.5,0.5,0.8,0.19999999999999996,1.0
focal_tversky_mix__mix_weight-0.5__alpha-0.8__gamma-2__beta-0.2,focal_tversky_mix,0,42,,,,,0.15004590591092676,0.13677206212174078,0.22599810377353174,0.20235173826006164,0.16256670803920895,0.1210966827878311,5,0.5,0.5,0.8,0.19999999999999996,2.0
focal_tversky_mix__mix_weight-0.5__alpha-0.8__gamma-2__beta-0.2,focal_tversky_mix,1,43,,,,,0.12814083080363248,0.12814083080363248,0.19175055142953223,0.19175055142953223,0.13975300243949546,0.13975300243949546,5,0.5,0.5,0.8,0.19999999999999996,2.0
focal_tversky_mix__mix_weight-0.5__alpha-0.8__gamma-2__beta-0.2,focal_tversky_mix,2,44,,,,,0.10771325163692509,0.10771325163692509,0.1562048051968979,0.1562048051968979,0.13880317509699097,0.13880317509699097,5,0.5,0.5,0.8,0.19999999999999996,2.0
focal_tversky_mix__mix_weight-0.5__alpha-0.8__gamma-3__beta-0.2,focal_tversky_mix,0,42,,,,,0.15768368898986082,0.14008712698000755,0.2392854372493738,0.21750559943676542,0.16267715545170727,0.1346614404594823,5,0.5,0.5,0.8,0.19999999999999996,3.0
focal_tversky_mix__mix_weight-0.5__alpha-0.8__gamma-3__beta-0.2,focal_tversky_mix,1,43,,,,,0.12183636996185084,0.12183636996185084,0.18577498683334973,0.18577498683334973,0.13851125873962822,0.13851125873962822,5,0.5,0.5,0.8,0.19999999999999996,3.0
focal_tversky_mix__mix_weight-0.5__alpha-0.8__gamma-3__beta-0.2,focal_tversky_mix,2,44,,,,,0.12024487315637332,0.1166756513180332,0.1812966305174014,0.1792436771340643,0.14083860855593885,0.14083860855593885,5,0.5,0.5,0.8,0.19999999999999996,3.0
focal_tversky_mix__mix_weight-0.8__alpha-0.2__gamma-1__beta-0.8,focal_tversky_mix,0,42,,,,,0.05580574765606975,0.05580574765606975,0.0752676376324697,0.0752676376324697,0.10044868699808511,0.10044868699808511,5,0.8,0.19999999999999996,0.2,0.8,1.0
focal_tversky_mix__mix_weight-0.8__alpha-0.2__gamma-1__beta-0.8,focal_tversky_mix,1,43,,,,,0.06012879614101858,0.06012879614101858,0.08069870802839002,0.08069870802839002,0.1043480528918824,0.1043480528918824,5,0.8,0.19999999999999996,0.2,0.8,1.0
focal_tversky_mix__mix_weight-0.8__alpha-0.2__gamma-1__beta-0.8,focal_tversky_mix,2,44,,,,,0.06849137736184868,0.06849137736184868,0.09081411550045392,0.09081411550045392,0.12274311244179839,0.12274311244179839,5,0.8,0.19999999999999996,0.2,0.8,1.0
focal_tversky_mix__mix_weight-0.8__alpha-0.2__gamma-2__beta-0.8,focal_tversky_mix,0,42,,,,,0.08856319295895639,0.05641349946273477,0.12852329386660222,0.07559436509033562,0.11088232509907696,0.10154429903292259,5,0.8,0.19999999999999996,0.2,0.8,2.0
focal_tversky_mix__mix_weight-0.8__alpha-0.2__gamma-2__beta-0.8,focal_tversky_mix,1,43,,,,,0.07390637129906723,0.07390637129906723,0.10953168122390605,0.10953168122390605,0.08608097679472979,0.08608097679472979,5,0.8,0.19999999999999996,0.2,0.8,2.0
focal_tversky_mix__mix_weight-0.8__alpha-0.2__gamma-2__beta-0.8,focal_tversky_mix,2,44,,,,,0.05608083743191439,0.05608083743191439,0.07709195743543712,0.07709195743543712,0.10082217946638831,0.10082217946638831,5,0.8,0.19999999999999996,0.2,0.8,2.0
focal_tversky_mix__mix_weight-0.8__alpha-0.2__gamma-3__beta-0.8,focal_tversky_mix,0,42,,,,,0.07539761488670224,0.059694581974669675,0.11433650794361253,0.07933875613203129,0.10745024755440542,0.10745024755440542,5,0.8,0.19999999999999996,0.2,0.8,3.0
focal_tversky_mix__mix_weight-0.8__alpha-0.2__gamma-3__beta-0.8,focal_tversky_mix,1,43,,,,,0.05898211104550119,0.05898211104550119,0.08506446936489777,0.08506446936489777,0.10580679959462094,0.10580679959462094,5,0.8,0.19999999999999996,0.2,0.8,3.0
focal_tversky_mix__mix_weight-0.8__alpha-0.2__gamma-3__beta-0.8,focal_tversky_mix,2,44,,,,,0.09213638015415818,0.0546555641227299,0.13030377276692004,0.07417589682182385,0.09836738587466201,0.09836738587466201,5,0.8,0.19999999999999996,0.2,0.8,3.0
focal_tversky_mix__mix_weight-0.8__alpha-0.5__gamma-1__beta-0.5,focal_tversky_mix,0,42,,,,,0.056264272515573185,0.052451545225622453,0.0755169810571844,0.07204992693964057,0.10127569052803173,0.09441278140612042,5,0.8,0.19999999999999996,0.5,0.5,1.0
focal_tversky_mix__mix_weight-0.8__alpha-0.5__gamma-1__beta-0.5,focal_tversky_mix,1,43,,,,,0.05828329505600411,0.05828329505600411,0.07688398133544133,0.07688398133544133,0.10490951635263904,0.10490951635263904,5,0.8,0.19999999999999996,0.5,0.5,1.0
focal_tversky_mix__mix_weight-0.8__alpha-0.5__gamma-1__beta-0.5,focal_tversky_mix,2,44,,,,,0.10629784262444154,0.10629784262444154,0.14861668658430327,0.14861668658430327,0.1216619823310168,0.1216619823310168,5,0.8,0.19999999999999996,0.5,0.5,1.0
focal_tversky_mix__mix_weight-0.8__alpha-0.5__gamma-2__beta-0.5,focal_tversky_mix,0,42,,,,,0.056526795883731724,0.055059879281935196,0.07643886835368244,0.07434963844639207,0.10174823259071711,0.09910778270748336,5,0.8,0.19999999999999996,0.5,0.5,2.0
focal_tversky_mix__mix_weight-0.8__alpha-0.5__gamma-2__beta-0.5,focal_tversky_mix,1,43,,,,,0.09304862591734753,0.09304862591734753,0.13051413302739912,0.13051413302739912,0.10102509636964432,0.10102509636964432,5,0.8,0.19999999999999996,0.5,0.5,2.0
focal_tversky_mix__mix_weight-0.8__alpha-0.5__gamma-2__beta-0.5,focal_tversky_mix,2,44,,,,,0.07384290810049021,0.07384290810049021,0.10308117906710185,0.10308117906710185,0.10920239947393898,0.10920239947393898,5,0.8,0.19999999999999996,0.5,0.5,2.0
focal_tversky_mix__mix_weight-0.8__alpha-0.5__gamma-3__beta-0.5,focal_tversky_mix,0,42,,,,,0.07432591884330347,0.069283273228002,0.10989699823126148,0.09848791911911446,0.1074563417888025,0.10522692004236493,5,0.8,0.19999999999999996,0.5,0.5,3.0
focal_tversky_mix__mix_weight-0.8__alpha-0.5__gamma-3__beta-0.5,focal_tversky_mix,1,43,,,,,0.08389363804211912,0.08389363804211912,0.12494303258756981,0.12494303258756981,0.11864061052711769,0.11864061052711769,5,0.8,0.19999999999999996,0.5,0.5,3.0
focal_tversky_mix__mix_weight-0.8__alpha-0.5__gamma-3__beta-0.5,focal_tversky_mix,2,44,,,,,0.10191021897084325,0.10191021897084325,0.14077508656515667,0.14077508656515667,0.10075357933422327,0.10075357933422327,5,0.8,0.19999999999999996,0.5,0.5,3.0
focal_tversky_mix__mix_weight-0.8__alpha-0.8__gamma-1__beta-0.2,focal_tversky_mix,0,42,,,,,0.08605851116298241,0.05952522917230971,0.12393739686010119,0.07830758862675109,0.11046229398032577,0.10714334574325261,5,0.8,0.19999999999999996,0.8,0.19999999999999996,1.0
focal_tversky_mix__mix_weight-0.8__alpha-0.8__gamma-1__beta-0.2,focal_tversky_mix,1,43,,,,,0.0721813399964763,0.04831614620998932,0.10721264459979239,0.0677380150051338,0.09826507887630549,0.0868906907263813,5,0.8,0.19999999999999996,0.8,0.19999999999999996,1.0
focal_tversky_mix__mix_weight-0.8__alpha-0.8__gamma-1__beta-0.2,focal_tversky_mix,2,44,,,,,0.0680326558843782,0.0680326558843782,0.09363113692919064,0.09363113692919064,0.10977215136980131,0.10977215136980131,5,0.8,0.19999999999999996,0.8,0.19999999999999996,1.0
focal_tversky_mix__mix_weight-0.8__alpha-0.8__gamma-2__beta-0.2,focal_tversky_mix,0,42,,,,,0.10324769782703591,0.09116801156163085,0.14370911832173425,0.12683322122330498,0.11708977821350523,0.11162324512608483,5,0.8,0.19999999999999996,0.8,0.19999999999999996,2.0
focal_tversky_mix__mix_weight-0.8__alpha-0.8__gamma-2__beta-0.2,focal_tversky_mix,1,43,,,,,0.10777488514854573,0.10777488514854573,0.15034203106723956,0.15034203106723956,0.11164811712979165,0.11164811712979165,5,0.8,0.19999999999999996,0.8,0.19999999999999996,2.0
focal_tversky_mix__mix_weight-0.8__alpha-0.8__gamma-2__beta-0.2,focal_tversky_mix,2,44,,,,,0.08672916026115848,0.08672916026115848,0.122036797354143,0.122036797354143,0.11031282040410754,0.11031282040410754,5,0.8,0.19999999999999996,0.8,0.19999999999999996,2.0
focal_tversky_mix__mix_weight-0.8__alpha-0.8__gamma-3__beta-0.2,focal_tversky_mix,0,42,,,,,0.0935567661218893,0.06441693643368292,0.13517598609063036,0.08695443671315545,0.11241261506530553,0.1093835412377844,5,0.8,0.19999999999999996,0.8,0.19999999999999996,3.0
focal_tversky_mix__mix_weight-0.8__alpha-0.8__gamma-3__beta-0.2,focal_tversky_mix,1,43,,,,,0.10413237325871177,0.09430748578310968,0.14597296714042163,0.13278125163545462,0.1065536927248347,0.10248862262217835,5,0.8,0.19999999999999996,0.8,0.19999999999999996,3.0
focal_tversky_mix__mix_weight-0.8__alpha-0.8__gamma-3__beta-0.2,focal_tversky_mix,2,44,,,,,0.10358413730177479,0.10358413730177479,0.1423643416280776,0.1423643416280776,0.11247504233518672,0.11247504233518672,5,0.8,0.19999999999999996,0.8,0.19999999999999996,3.0
dice_focal__mix_weight-0.2__gamma-1,dice_focal,0,42,,0.2,,,0.08212218616590507,0.05448722200073037,0.12005935239415508,0.07426408835208571,0.11104439571703581,0.09807595142242721,5,0.8,,,,1.0
dice_focal__mix_weight-0.2__gamma-1,dice_focal,1,43,,0.2,,,0.08587013822754253,0.08587013822754253,0.12097521959943841,0.12097521959943841,0.10527638764260365,0.10527638764260365,5,0.8,,,,1.0
dice_focal__mix_weight-0.2__gamma-1,dice_focal,2,44,,0.2,,,0.09238106223342683,0.09238106223342683,0.1291641404747344,0.1291641404747344,0.10968202750650413,0.10968202750650413,5,0.8,,,,1.0
dice_focal__mix_weight-0.2__gamma-2,dice_focal,0,42,,0.2,,,0.058460430404536315,0.058460430404536315,0.07751823758175047,0.07751823758175047,0.10522464245407162,0.10522464245407162,5,0.8,,,,2.0
dice_focal__mix_weight-0.2__gamma-2,dice_focal,1,43,,0.2,,,0.09048245341720013,0.09048245341720013,0.1276146097116446,0.1276146097116446,0.10001118582758298,0.10001118582758298,5,0.8,,,,2.0
dice_focal__mix_weight-0.2__gamma-2,dice_focal,2,44,,0.2,,,0.08782589942045602,0.08782589942045602,0.12545714888324316,0.12545714888324316,0.1097979505601862,0.1097979505601862,5,0.8,,,,2.0
dice_focal__mix_weight-0.2__gamma-3,dice_focal,0,42,,0.2,,,0.09714044707169833,0.061912982174099934,0.13606045722274115,0.08052942723500754,0.11134483764714671,0.11134483764714671,5,0.8,,,,3.0
dice_focal__mix_weight-0.2__gamma-3,dice_focal,1,43,,0.2,,,0.05709278282703371,0.050590354078398576,0.07617216694326351,0.07505221726946536,0.10274930646465494,0.0810329930858872,5,0.8,,,,3.0
dice_focal__mix_weight-0.2__gamma-3,dice_focal,2,44,,0.2,,,0.09631165482490017,0.05921253762946036,0.13501819515998126,0.08275602181238198,0.099765105598243,0.099765105598243,5,0.8,,,,3.0
dice_focal__mix_weight-0.5__gamma-1,dice_focal,0,42,,0.5,,,0.11567843996259602,0.07531772699476064,0.17475091192750758,0.12359520393014486,0.12079124656153739,0.10508253952569455,5,0.5,,,,1.0
