loss_mode,term,pretty_term,coef,abs_coef,pvalue,stderr,tvalue,is_interaction
bce_tversky,mix_weight,mix_weight,-0.030158881562310558,0.030158881562310558,1.7629912239138318e-11,0.002409574048787114,-12.516270905843864,False
bce_tversky,beta,beta,-0.002226837803275785,0.002226837803275785,0.0780428153287738,0.0012047870243935572,-1.8483248559194008,False
bce_tversky,alpha,alpha,0.0022268378032757738,0.0022268378032757738,0.07804281532877512,0.0012047870243935572,1.8483248559193912,False
bce_tversky,alpha:beta,alpha × beta,0.0017240410903406628,0.0017240410903406628,0.6179363696709056,0.0034076522993369816,0.5059322192807363,True
bce_tversky,beta:mix_weight,beta × mix_weight,0.00034986613953974684,0.00034986613953974684,0.7742325396253307,0.0012047870243935563,0.29039666966521,True
bce_tversky,alpha:mix_weight,alpha × mix_weight,-0.00034986613953974337,0.00034986613953974337,0.7742325396253331,0.001204787024393557,-0.29039666966520694,True
