loss_mode,term,pretty_term,coef,abs_coef,pvalue,stderr,tvalue,is_interaction
dice_focal,mix_weight,mix_weight,0.01912425836870343,0.01912425836870343,3.564537508523258e-08,0.0023649536481622066,8.086525663437333,False
dice_focal,gamma,gamma,-0.0020749423120792303,0.0020749423120792303,0.38935791093118366,0.0023649536481622074,-0.8773712388366075,False
dice_focal,gamma:mix_weight,gamma × mix_weight,-0.000527951551779933,0.000527951551779933,0.8253197702461588,0.002364953648162208,-0.22323970374227045,True
