epoch,train_loss,val_loss,iou_class_0,iou_class_1,iou_class_2,iou_class_3,iou_class_4,iou_class_5,iou_class_6,iou_class_7,iou_class_8,miou,macro_f1,rare_miou
1,0.9501715196371079,0.9494483079910279,0.014017671725196634,0.2485829815043122,0.013692902999633601,0.07610210418701172,0.007550390957173056,0.0005761642456054688,0.05328499184634122,0.007796524194117919,0.04323193359375,0.0516484072503491,0.08999547546080361,0.056352249190993145
2,0.94843855124712,0.948335512638092,0.01728560703361068,0.2311176409239863,0.013702214818196912,0.07610210418701172,0.008185598567460185,0.0005761642456054688,0.050816567077894705,0.013040949089232147,0.04323193359375,0.050450975504083125,0.08896145262663951,0.054596646562892176
3,0.9477238976359368,0.9482714254856109,0.022513643407688484,0.2596579412122721,0.013610585641461543,0.07610210418701172,0.01650177360424334,0.0005761642456054688,0.0927983264683848,0.013614323051116204,0.04323193359375,0.059845199490170406,0.10419983237151936,0.06451164400048065
4,0.9462242003679275,0.9447274880409241,0.026224553850207784,0.25926338623197254,0.014457430268685975,0.07610210418701172,0.015606975618008662,0.0005761642456054688,0.09901191891796264,0.013008361133807206,0.04323193359375,0.060831425338556885,0.10593940815799985,0.06515728427460052
5,0.8810286570191384,0.8409575216770172,0.02638241757591722,0.27581056019001,0.018258352933829467,0.07610210418701172,0.0,0.0005761642456054688,0.10191701592855085,0.013721765733150346,0.04323193359375,0.06177781270975834,0.10635174548855197,0.06620223710148848
