epoch,train_loss,val_loss,iou_class_0,iou_class_1,iou_class_2,iou_class_3,iou_class_4,iou_class_5,iou_class_6,iou_class_7,iou_class_8,miou,macro_f1,rare_miou
1,0.5010020690262318,0.49670897364616395,1.6780459155313636e-05,0.4762846440717692,2.446562986764094e-05,0.08548358044422569,1.449058353579898e-05,0.0,0.34189481659648535,0.00683850693157636,0.00018125916803618037,0.10119317154273905,0.14737546587836853,0.11384022042818702
2,0.49738330507278444,0.4947874478697777,0.0,0.5129783480701746,0.0,0.04743125404531568,0.09473052938337774,0.0,0.20655565172915766,0.07109203118373064,0.07298779348525615,0.11175284532189027,0.17254654096800104,0.12572195098712657
3,0.49651402270793915,0.49459453409910203,0.0,0.5053585902703299,0.0,0.09768692020312944,0.11921943478917935,0.0,0.28400177441697727,0.10203089306999977,0.0962756241908278,0.1338414707711604,0.20729110563079717,0.15057165461755545
4,0.4951916702389717,0.4945180967450142,0.006241269448057087,0.44547056946254965,0.0,0.1294890711960167,0.0906369412285732,0.0,0.28455519892056236,0.018185552730124562,0.0716736331494795,0.1162502484594848,0.1818658021600149,0.13000137083591323
5,0.4942385801076889,0.4917543244361877,0.053834346588155786,0.5159645789263352,0.0,0.1822615145753322,0.16228176039906664,0.0,0.35689821538012395,0.11114499897044089,0.1296930280406936,0.168008715875572,0.25846253064101854,0.18228051203649906
