epoch,train_loss,val_loss,miou
1,0.5418524315357208,0.5204006337786636,0.004182354752836477
2,0.525833390057087,0.5202012480761576,0.00507626732338784
3,0.5244826432466507,0.5188021443485173,0.007336898176212622
4,0.5232151060700416,0.5184926619756492,0.0184961514343944
5,0.5227169763445855,0.5173235487771491,0.023238211105246744
6,0.5215267198681831,0.5164449878336039,0.034263097904427706
7,0.5215853228569031,0.5263706856061027,0.0533864322401998
8,0.5207640026807785,0.5157454234351246,0.039262582790886374
