loss_name,stage_name,candidate_name,repeat_idx,seed,params_json,mix_weight,gamma,dice_weight,focal_weight,focal_gamma,best_miou,best_macro_f1,best_rare_miou,last_miou,last_macro_f1,last_rare_miou,best_epoch,epochs
dice_focal,stage2_gamma,dice_focal__mix_weight-0.84__gamma-0.75,0,42,"{""gamma"": 0.75, ""mix_weight"": 0.84}",0.84,0.75,0.84,0.16000000000000003,0.75,0.08091636294242215,0.13127554022504,0.0910309083102249,0.0,0.0,0.0,2,3
dice_focal,stage2_gamma,dice_focal__mix_weight-0.84__gamma-1,0,42,"{""gamma"": 1.0, ""mix_weight"": 0.84}",0.84,1.0,0.84,0.16000000000000003,1.0,0.10057942997260655,0.15833357277649485,0.11315185871918235,0.10057942997260655,0.15833357277649485,0.11315185871918235,3,3
dice_focal,stage2_gamma,dice_focal__mix_weight-0.84__gamma-1.25,0,42,"{""gamma"": 1.25, ""mix_weight"": 0.84}",0.84,1.25,0.84,0.16000000000000003,1.25,0.08614613293543699,0.13574522850070084,0.09691048161414242,0.08614613293543699,0.13574522850070084,0.09691048161414242,3,3
dice_focal,stage2_gamma,dice_focal__mix_weight-0.84__gamma-1.5,0,42,"{""gamma"": 1.5, ""mix_weight"": 0.84}",0.84,1.5,0.84,0.16000000000000003,1.5,0.08986724830512482,0.14807861319309815,0.09592743864034373,0.08986724830512482,0.14807861319309815,0.09592743864034373,3,3
dice_focal,stage2_gamma,dice_focal__mix_weight-0.84__gamma-1,1,43,"{""gamma"": 1.0, ""mix_weight"": 0.84}",0.84,1.0,0.84,0.16000000000000003,1.0,0.10558989200148956,0.17228669234198904,0.11375217825406211,0.10558989200148956,0.17228669234198904,0.11375217825406211,3,3
dice_focal,stage2_gamma,dice_focal__mix_weight-0.84__gamma-1.5,1,43,"{""gamma"": 1.5, ""mix_weight"": 0.84}",0.84,1.5,0.84,0.16000000000000003,1.5,0.09000573667368654,0.14386689804298428,0.10125645375789735,0.09000573667368654,0.14386689804298428,0.10125645375789735,3,3
